Compound,CAS,MW,MW_Reference,Expocast,ExpoCast_Reference,Fub,Fub_Reference,Clint,Clint_Reference,pKa_Acceptor,pKa_Acceptor_Reference,pKa_Donor,pKa_Donor_Reference,logKow,logKow_Reference,CNS,CNS_Reference,Neutral_Form,Neutral_Form_Reference,Plasma_Conc_0,Plasma_Conc_10,Plasma_Conc_50,Plasma_Conc_90,logKlipw,logDlipw,IC10_Baseline,AC10,AC10_Top,AC10_HillSlope,AC50,Endpoint_effect,IC10,IC10_Top,IC10_HillSlope,IC50,Endpoint_cytotox,SR,TR
Articaine hydrochloride,23964-57-0,320.83,U.S. EPA CompTox Dashboard,4.32E-08,Wambaugh 2014,0.41,OPERA (0.43),2.99,OPERA (0.58),7.74,Sipes 2017,10.76,Sipes 2017,1.91,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.1,ACD/Labs GALAS,0,0,1.00E-09,3.00E-09,2.0491,1.327853601,3.432955086,3.432955086,100,1,4.387197595,Baseline,3.432955086,100,1,4.387197595,Baseline,1,1
Propamocarb hydrochloride,25606-41-1,224.73,U.S. EPA CompTox Dashboard,1.40E-08,Wambaugh 2014,0.843,Wetmore 2012,5.81,Wetmore 2012,9.16,Sipes 2017,9.3,TNO,1.15,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,1.00E-09,3.00E-09,1.2815,0.2815,4.450551618,4.450551618,100,1,5.404794128,Baseline,4.450551618,100,1,5.404794128,Baseline,1,1
Diethylpropion hydrochloride,134-80-5,241.76,U.S. EPA CompTox Dashboard,1.94E-07,Wambaugh 2014,0.28,OPERA (0.61),3.02,OPERA (0.65),8.08,Sipes 2017,None,Sipes 2017,2.95,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.2,ACD/Labs GALAS,0,0,0,1.00E-09,3.0995,2.546658031,2.524836823,2.524836823,100,1,3.479079332,Baseline,2.524836823,100,1,3.479079332,Baseline,1,1
2-Amino-5-(diethylamino)toluene monohydrochloride,2051-79-8,214.74,U.S. EPA CompTox Dashboard,3.56E-07,U.S. EPA CompTox Dashboard,0.17,OPERA (0.72),7.53,OPERA (0.45),5.25,ACD/Labs GALAS,#NV,ACD/Labs GALAS,2.27,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.17,ACD/Labs GALAS,0,0,0,2.00E-09,2.4127,1.815820521,3.037774455,3.037774455,100,1,3.992016964,Baseline,3.037774455,100,1,3.992016964,Baseline,1,1
1-Chloro-2-(diethylamine)ethane hydrochloride,869-24-9,172.09,U.S. EPA CompTox Dashboard,1.11E-07,Wambaugh 2014,0.83,OPERA (0.71),42.08,OPERA (0.6),8.53,Sipes 2017,None,Sipes 2017,1.74,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.05,ACD/Labs GALAS,0,0,1.00E-09,4.00E-09,1.8774,1.038768002,3.689461015,3.689461015,100,1,4.643703525,Baseline,3.689461015,100,1,4.643703525,Baseline,1,1
(S)-(+)-N-Ethylamphetamine hydrochloride,26194-77-4,199.72,U.S. EPA CompTox Dashboard,3.06E-06,U.S. EPA CompTox Dashboard,0.54,OPERA (0.48),4.95,OPERA (0.44),10.16,Sipes 2017,None,Sipes 2017,2.55,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.00E-09,1.10E-08,5.10E-08,2.6955,1.6955,3.131030915,3.131030915,100,1,4.085273424,Baseline,3.131030915,100,1,4.085273424,Baseline,1,1
Diethylamine hydrochloride,660-68-4,109.6,U.S. EPA CompTox Dashboard,7.12E-08,Wambaugh 2014,0.82,OPERA (0.58),0.97,OPERA (0.6),10.75,Sipes 2017,None,Sipes 2017,0.63,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,6.00E-09,4.90E-08,1.58E-07,0.7563,-0.2437,5.064220282,5.064220282,100,1,6.018462792,Baseline,5.064220282,100,1,6.018462792,Baseline,1,1
Ethyl 3-ethoxy-3-iminopropionate hydrochloride,2318-25-4,195.64,U.S. EPA CompTox Dashboard,2.04E-07,Wambaugh 2014,0.7,OPERA (0.52),25.15,OPERA (0.24),8.27,Sipes 2017,None,Sipes 2017,0.83,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,3.00E-09,1.50E-08,0.9583,0.9583,3.764029427,3.764029427,100,1,4.718271937,Baseline,3.764029427,100,1,4.718271937,Baseline,1,1
Methyldopate hydrochloride,2508-79-4,275.73,U.S. EPA CompTox Dashboard,2.11E-07,Wambaugh 2014,0.59,OPERA (0.45),9.14,OPERA (0.51),6.84,Sipes 2017, 11.83;  9.27,Sipes 2017,0.84,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0.28,ACD/Labs GALAS,0,0,5.00E-09,2.50E-08,0.9684,0.514942663,4.201271038,4.201271038,100,1,5.155513548,Baseline,4.201271038,100,1,5.155513548,Baseline,1,1
Ethyl L-cysteinate hydrochloride,868-59-7,185.67,U.S. EPA CompTox Dashboard,1.22E-07,Wambaugh 2014,0.86,OPERA (0.55),23.1,OPERA (0.18),6.7,Sipes 2017,9.54,Sipes 2017,0.94,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.8,ACD/Labs GALAS,0,0,3.00E-09,1.20E-08,1.0694,0.983213852,3.740790631,3.740790631,100,1,4.69503314,Baseline,3.740790631,100,1,4.69503314,Baseline,1,1
Ethoheptazine hydrochloride,5982-61-6,297.82,U.S. EPA CompTox Dashboard,2.13E-07,Wambaugh 2014,0.33,OPERA (0.57),3.16,OPERA (0.59),8.98,Sipes 2017,None,Sipes 2017,2.91,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.06,ACD/Labs GALAS,0,0,0,1.00E-09,3.0591,2.246620721,2.724774401,2.724774401,100,1,3.679016911,Baseline,2.724774401,100,1,3.679016911,Baseline,1,1
Ethyl glycinate hydrochloride,623-33-6,139.58,U.S. EPA CompTox Dashboard,3.02E-06,U.S. EPA CompTox Dashboard,0.93,OPERA (0.69),39.68,OPERA (0.19),7.97,Sipes 2017,None,Sipes 2017,-0.3,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.33,ACD/Labs GALAS,0,1.20E-08,6.30E-08,2.43E-07,-0.183,-0.584209493,5.504716453,5.504716453,100,1,6.458958962,Baseline,5.504716453,100,1,6.458958962,Baseline,1,1
Phenacaine hydrochloride,620-99-5,334.84,U.S. EPA CompTox Dashboard,2.19E-07,Wambaugh 2014,0.4,OPERA (0.42),1.04,OPERA (0.46),  8.48; -2.83,Sipes 2017,None,Sipes 2017,3.85,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.04,ACD/Labs GALAS,0,0,1.00E-09,5.00E-09,4.0085,3.142038908,2.167651789,2.167651789,100,1,3.121894299,Baseline,2.167651789,100,1,3.121894299,Baseline,1,1
Piperazine dihydrochloride,142-64-3,159.05,U.S. EPA CompTox Dashboard,1.14E-07,Wambaugh 2014,0.53,OPERA (0.35),0,OPERA (0.74),  9.68;  5.37,Sipes 2017,None,Sipes 2017,-0.93,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.01,ACD/Labs GALAS,0,1.59E-07,2.71E-07,4.31E-07,-0.8193,-1.781873502,7.368099557,7.368099557,100,1,8.322342066,Baseline,7.368099557,100,1,8.322342066,Baseline,1,1
Ethambutol dihydrochloride,1070-11-7,277.23,U.S. EPA CompTox Dashboard,1.76E-07,Wambaugh 2014,0.35,OPERA (0.88),2.3,OPERA (0.51), 10.05;  6.57,Sipes 2017,None,Sipes 2017,-0.05,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.01,ACD/Labs GALAS,0,1.00E-09,6.00E-09,3.40E-08,0.0695,-0.893073502,5.936074384,5.936074384,100,1,6.890316894,Baseline,5.936074384,100,1,6.890316894,Baseline,1,1
"3,3',4,4'-Tetraaminobiphenyl tetrahydrochloride",7411-49-6,360.1,U.S. EPA CompTox Dashboard,2.61E-07,Wambaugh 2014,0.34,OPERA (0.56),21.8,OPERA (0.4),  5.42;  4.35;  2.05;  1.01,Sipes 2017,None,Sipes 2017,-0.76,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,1.00E-09,4.00E-09,-0.6476,-0.6476,5.590701492,5.590701492,100,1,6.544944002,Baseline,5.590701492,100,1,6.544944002,Baseline,1,1
Betahistine hydrochloride [USAN:USP],5579-84-0,209.11,U.S. EPA CompTox Dashboard,5.80E-07,U.S. EPA CompTox Dashboard,0.91,OPERA (0.68),5.16,OPERA (0.46),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.1,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-08,5.70E-08,2.17E-07,0.221,-0.779,5.773086767,5.773086767,100,1,6.727329276,Baseline,5.773086767,100,1,6.727329276,Baseline,1,1
"1,2-Dimethylhydrazine dihydrochloride",306-37-6,133.02,U.S. EPA CompTox Dashboard,1.20E-07,Wambaugh 2014,0.85,OPERA (0.56),0.74,OPERA (0.57),  8.16; -1.08,Sipes 2017,None,Sipes 2017,-0.52,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0.33,ACD/Labs GALAS,0,1.20E-08,8.70E-08,2.51E-07,-0.4052,-0.806409493,5.811849754,5.811849754,100,1,6.766092263,Baseline,5.811849754,100,1,6.766092263,Baseline,1,1
"3,3'-Dimethoxybenzidine dihydrochloride",20325-40-0,317.21,U.S. EPA CompTox Dashboard,6.56E-08,Wambaugh 2014,0.212,Wambaugh 2019,2.8567,Wambaugh 2019,  4.45;  3.47,Sipes 2017,None,Sipes 2017,1.58,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.20E-08,7.00E-08,1.09E-07,1.7158,1.7158,3.115110777,3.115110777,100,1,4.069353287,Baseline,3.115110777,100,1,4.069353287,Baseline,1,1
"1,2-Phenylenediamine dihydrochloride",615-28-1,181.06,U.S. EPA CompTox Dashboard,2.33E-08,Wambaugh 2014,0.48,OPERA (0.59),0,OPERA (0.57),  4.90;  1.32,Sipes 2017,None,Sipes 2017,0.05,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.90E-08,4.90E-08,7.80E-08,0.1705,0.1705,4.573987168,4.573987168,100,1,5.528229678,Baseline,4.573987168,100,1,5.528229678,Baseline,1,1
"1,3-Benzenediamine dihydrochloride",541-69-5,181.06,U.S. EPA CompTox Dashboard,2.02E-08,Wambaugh 2014,0.45,OPERA (0.65),0,OPERA (0.8),  5.12;  2.23,Sipes 2017,None,Sipes 2017,-0.31,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0.99,ACD/Labs GALAS,0,2.50E-08,4.10E-08,6.60E-08,-0.1931,-0.197026346,5.006553172,5.006553172,100,1,5.960795682,Baseline,5.006553172,100,1,5.960795682,Baseline,1,1
Benzidine dihydrochloride,531-85-1,257.16,U.S. EPA CompTox Dashboard,3.71E-08,Wambaugh 2014,0.2,OPERA (0.99),6.93,OPERA (0.85),  5.03;  3.63,Sipes 2017,None,Sipes 2017,1.56,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,0,1.00E-09,1.6956,1.6956,3.130952303,0.616764977,31.11965194,1.935532787,1.109777813,TOX21_ERb_BLA_Agonist_viability,0.616764977,31.11965194,1.935532787,1.109777813,TOX21_ERb_BLA_Agonist_viability,1,326.7287314
"1,4-Benzenediamine dihydrochloride",624-18-0,181.06,U.S. EPA CompTox Dashboard,1.81E-07,U.S. EPA CompTox Dashboard,0.48,OPERA (0.59),0,OPERA (0.5),  5.88;  3.67,Sipes 2017,None,Sipes 2017,-0.68,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0.93,ACD/Labs GALAS,0,2.20E-07,3.72E-07,5.92E-07,-0.5668,-0.595060409,5.519343904,5.519343904,100,1,6.473586413,Baseline,5.519343904,100,1,6.473586413,Baseline,1,1
"2,4-Diaminophenol dihydrochloride",137-09-7,197.06,U.S. EPA CompTox Dashboard,1.51E-07,Wambaugh 2014,0.46,OPERA (0.59),0,OPERA (0.42),  5.45;  2.68,Sipes 2017,11.28,Sipes 2017,-1.29,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.99,ACD/Labs GALAS,0,1.67E-07,2.81E-07,4.45E-07,-1.1829,-1.186826346,6.376553722,6.376553722,100,1,7.330796231,Baseline,6.376553722,100,1,7.330796231,Baseline,1,1
N-(1-Naphthyl)ethylenediamine dihydrochloride,1465-25-4,259.17,U.S. EPA CompTox Dashboard,1.62E-07,Wambaugh 2014,0.42,OPERA (0.4),6.89,OPERA (0.53),  9.18;  1.99,Sipes 2017,None,Sipes 2017,1.95,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0.11,ACD/Labs GALAS,0,0,3.00E-09,2.00E-08,2.0895,1.388353076,3.38145275,0.906874989,49.48596364,2.104236703,1.364251172,TOX21_ERb_BLA_Antagonist_viability|TOX21_RT_HEK293_GLO_00hr_viability,0.906874989,49.48596364,2.104236703,1.364251172,TOX21_ERb_BLA_Antagonist_viability|TOX21_RT_HEK293_GLO_00hr_viability,1,298.2481516
Benzylhydrazine dihydrochloride,20570-96-1,195.09,U.S. EPA CompTox Dashboard,1.24E-07,Wambaugh 2014,0.44,OPERA (0.65),35.14,OPERA (0.5),  7.36; -1.62,Sipes 2017,None,Sipes 2017,0.73,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0.76,ACD/Labs GALAS,0,0,1.00E-09,4.00E-09,0.8573,0.751616063,3.96217781,3.96217781,100,1,4.916420319,Baseline,3.96217781,100,1,4.916420319,Baseline,1,1
Mitoxantrone dihydrochloride,70476-82-3,517.4,U.S. EPA CompTox Dashboard,3.51E-07,Wambaugh 2014,0.22,OPERA (0.98),0,OPERA (0.65),  8.96;  8.30; -1.50; -2.27,Sipes 2017,6.89,Sipes 2017,1.7,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.07,ACD/Labs GALAS,0,1.43E-07,2.38E-07,3.76E-07,1.837,1.049187604,3.679908479,3.679908479,100,1,4.634150988,Baseline,3.679908479,100,1,4.634150988,Baseline,1,1
Tizanidine hydrochloride,64461-82-1,290.17,U.S. EPA CompTox Dashboard,1.40E-07,U.S. EPA CompTox Dashboard,0.7,OPERA (0.92),7.25,OPERA (0.57),#NV,ACD/Labs GALAS,13,ACD/Labs GALAS,1.29,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,4.00E-09,2.10E-08,1.4229,0.4229,4.297921675,4.297921675,100,1,5.252164185,Baseline,4.297921675,100,1,5.252164185,Baseline,1,1
Clonidine hydrochloride,4205-91-8,266.55,U.S. EPA CompTox Dashboard,2.56E-08,Wambaugh 2014,0.61,OPERA (0.97),4.87,OPERA (0.57),  7.70; -2.73; -3.56,Sipes 2017,None,Sipes 2017,1.41,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.24,ACD/Labs GALAS,0,0,1.00E-09,6.00E-09,1.5441,1.043787083,3.684856665,1.386768991,31.11643856,6.103337646,1.543116643,TOX21_PR_BLA_Antagonist_viability,1.386768991,31.11643856,6.103337646,1.543116643,TOX21_PR_BLA_Antagonist_viability,1,198.6495904
"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)",149062-75-9,305.63,U.S. EPA CompTox Dashboard,2.39E-07,Wambaugh 2014,0.46,OPERA (0.46),6.74,OPERA (0.54),  7.08; -3.30,Sipes 2017,None,Sipes 2017,2.49,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,1.00E-09,4.00E-09,2.6349,1.6349,3.179012274,-0.619760862,100,0.91760049,0.368426311,NVS_ENZ_hAChE|NVS_ENZ_rAChE|NVS_ENZ_rMAOAC|NVS_ENZ_rMAOAP|NVS_GPCR_gMPeripheral_NonSelective|NVS_GPCR_hAdra2A|NVS_GPCR_hM1|NVS_GPCR_hM2|NVS_GPCR_hM3|NVS_GPCR_hM4|NVS_GPCR_hM5|NVS_GPCR_rAdra1A|NVS_GPCR_rAdra1_NonSelective|NVS_GPCR_rAdra2_NonSelective|NVS_GPCR_rOpiate_NonSelective|NVS_GPCR_rmAdra2B|NVS_LGIC_hNNR_NBungSens|NVS_LGIC_rNNR_BungSens|NVS_TR_hNET,3.179012274,100,1,4.133254783,Baseline,6291.774305,1
3-(Chloromethyl)pyridine hydrochloride,6959-48-4,164.03,U.S. EPA CompTox Dashboard,1.23E-07,Wambaugh 2014,0.54,OPERA (0.61),9.42,OPERA (0.57),4.65,Sipes 2017,None,Sipes 2017,0.99,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,4.00E-09,2.10E-08,1.1199,1.1199,3.615697352,3.615697352,100,1,4.569939861,Baseline,3.615697352,100,1,4.569939861,Baseline,1,1
2-(Chloromethyl)pyridine hydrochloride,6959-47-3,164.03,U.S. EPA CompTox Dashboard,1.27E-07,Wambaugh 2014,0.4,OPERA (0.66),8.26,OPERA (0.59),3.82,Sipes 2017,None,Sipes 2017,0.99,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,3.00E-09,1.50E-08,1.1199,1.1199,3.615697352,3.615697352,100,1,4.569939861,Baseline,3.615697352,100,1,4.569939861,Baseline,1,1
Trichlormethine,817-09-4,240.98,U.S. EPA CompTox Dashboard,1.26E-06,U.S. EPA CompTox Dashboard,0.48,OPERA (0.4),22.12,OPERA (0.62),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.62,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.00E-09,6.00E-09,3.70E-08,1.7562,1.7562,3.083653387,3.083653387,100,1,4.037895897,Baseline,3.083653387,100,1,4.037895897,Baseline,1,1
4-(2-Chloroethyl)morpholine hydrochloride (1:1),3647-69-6,186.08,U.S. EPA CompTox Dashboard,2.02E-06,U.S. EPA CompTox Dashboard,0.91,OPERA (0.67),24.18,OPERA (0.52),6.5,Sipes 2017,None,Sipes 2017,0.27,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.94,ACD/Labs GALAS,0,5.00E-09,4.60E-08,1.96E-07,0.3927,0.368591136,4.355942077,4.355942077,100,1,5.310184586,Baseline,4.355942077,100,1,5.310184586,Baseline,1,1
Bis(2-chloroethyl)amine hydrochloride,821-48-7,178.48,U.S. EPA CompTox Dashboard,9.80E-07,U.S. EPA CompTox Dashboard,0.67,OPERA (0.48),1.89,OPERA (0.44),7.1,Sipes 2017,None,Sipes 2017,0.77,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.86,ACD/Labs GALAS,0,1.70E-08,1.81E-07,7.61E-07,0.8977,0.839211433,3.877018421,3.877018421,100,1,4.83126093,Baseline,3.877018421,100,1,4.83126093,Baseline,1,1
Methacycline hydrochloride,3963-95-9,478.88,U.S. EPA CompTox Dashboard,3.57E-07,Wambaugh 2014,0.2,OPERA (0.93),0,OPERA (0.7),9.08,Sipes 2017, 10.97;  9.97;  7.40;  3.40,Sipes 2017,-0.4,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.45E-07,2.40E-07,3.69E-07,-0.284,-1.284,6.529116385,6.529116385,100,1,7.483358895,Baseline,6.529116385,100,1,7.483358895,Baseline,1,1
Oxytetracycline hydrochloride,2058-46-0,496.9,U.S. EPA CompTox Dashboard,1.75E-07,Wambaugh 2014,0.6283,Wetmore 2015,0,Wetmore 2015,5.62,Strope 2018,"2.17,8.55;11.56",Strope 2018,-1.32,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,7.90E-08,1.35E-07,2.17E-07,-1.2132,-2.2132,8.179054166,8.179054166,100,1,9.133296675,Baseline,8.179054166,100,1,9.133296675,Baseline,1,1
Minocycline hydrochloride,13614-98-7,493.94,U.S. EPA CompTox Dashboard,3.66E-07,Wambaugh 2014,0.401333333,Wambaugh 2019,0.998,Wambaugh 2019,  9.12;  4.23,Sipes 2017, 11.02; 10.02;  7.23;  3.27,Sipes 2017,-0.06,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.61E-07,2.71E-07,4.29E-07,0.0594,-0.9406,6.00528557,6.00528557,100,1,6.959528079,Baseline,6.00528557,100,1,6.959528079,Baseline,1,1
Chlordimeform hydrochloride,19750-95-9,233.14,U.S. EPA CompTox Dashboard,8.75E-08,Wambaugh 2014,0.64,OPERA (0.5),2.73,OPERA (0.62),  8.01; -2.80,Sipes 2017,None,Sipes 2017,3.01,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.76,ACD/Labs GALAS,0,0,1.00E-09,7.00E-09,3.1601,3.054416063,2.217122177,2.217122177,100,1,3.171364686,Baseline,2.217122177,100,1,3.171364686,Baseline,1,1
Trimethylamine hydrochloride,593-81-7,95.57,U.S. EPA CompTox Dashboard,5.62E-07,Wambaugh 2014,0.9,OPERA (0.65),1.18,OPERA (0.56),9.7,Sipes 2017,None,Sipes 2017,0.14,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,5.60E-08,4.18E-07,1.33E-06,0.2614,-0.7386,5.716407598,5.716407598,100,1,6.670650108,Baseline,5.716407598,100,1,6.670650108,Baseline,1,1
Metformin hydrochloride,1115-70-4,165.63,U.S. EPA CompTox Dashboard,1.91E-08,Wambaugh 2014,1,OPERA (0.94),0,OPERA (0.36),12.33;10.27,Strope 2018,12.4,Jones 2002,-1.37,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.80E-08,4.90E-08,7.60E-08,-1.2637,-2.2637,8.27951318,8.27951318,100,1,9.233755689,Baseline,8.27951318,100,1,9.233755689,Baseline,1,1
Dexchlorpheniramine hydrochloride,5502-69-2,311.25,U.S. EPA CompTox Dashboard,4.13E-07,U.S. EPA CompTox Dashboard,0.52,OPERA (0.63),2.88,OPERA (0.98),  9.30;  4.01,Sipes 2017,None,Sipes 2017,3.39,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.02,ACD/Labs GALAS,0,2.00E-09,2.50E-08,1.71E-07,3.5439,2.615782007,2.480746462,0.69459208,31.63364425,1.430493055,1.361664531,TOX21_PXR_viability,0.69459208,31.63364425,1.430493055,1.361664531,TOX21_PXR_viability,1,61.11592404
Dimethylaminopropyl chloride hydrochloride,4/5/5407,158.07,U.S. EPA CompTox Dashboard,3.86E-05,U.S. EPA CompTox Dashboard,0.7,OPERA (0.48),47,OPERA (0.6),9.07,Sipes 2017,None,Sipes 2017,1.05,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.09,ACD/Labs GALAS,0,3.10E-08,3.52E-07,1.84E-06,1.1805,0.438178575,4.281732527,4.281732527,100,1,5.235975036,Baseline,4.281732527,100,1,5.235975036,Baseline,1,1
(2-Chloroethyl)dimethylamine hydrochloride,4584-46-7,144.04,U.S. EPA CompTox Dashboard,2.31E-06,U.S. EPA CompTox Dashboard,0.73,OPERA (0.58),0.89,OPERA (0.48),8,Sipes 2017,None,Sipes 2017,1.02,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.17,ACD/Labs GALAS,0,1.14E-07,1.09E-06,3.79E-06,1.1502,0.553320521,4.161587938,4.161587938,100,1,5.115830448,Baseline,4.161587938,100,1,5.115830448,Baseline,1,1
Clomipramine hydrochloride,17321-77-6,351.32,U.S. EPA CompTox Dashboard,2.54E-07,Wambaugh 2014,0.041766667,Wambaugh 2019,0.977,Wambaugh 2019,  8.87;  1.64,Sipes 2017,None,Sipes 2017,5.4,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.02,ACD/Labs GALAS,0,2.85E-07,5.80E-07,1.14E-06,5.574,4.645882007,1.460289005,0.887147156,99.61150667,1.885190019,1.369814923,ATG_XTT_Cytotoxicity_up|TOX21_ERb_BLA_Agonist_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PPARd_BLA_antagonist_viability|TOX21_TR_LUC_GH3_Antagonist_viability|TOX21_VDR_BLA_antagonist_viability,0.887147156,99.61150667,1.885190019,1.369814923,ATG_XTT_Cytotoxicity_up|TOX21_ERb_BLA_Agonist_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PPARd_BLA_antagonist_viability|TOX21_TR_LUC_GH3_Antagonist_viability|TOX21_VDR_BLA_antagonist_viability,1,3.742328
Diphenhydramine hydrochloride,147-24-0,291.82,U.S. EPA CompTox Dashboard,3.24E-06,Wambaugh 2014,0.4131,Wetmore 2015,0,Wetmore 2015,8.87,Strope 2018,None,Sipes 2017,3.66,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.05,ACD/Labs GALAS,0,2.08E-06,3.42E-06,5.23E-06,3.8166,2.977968002,2.261127041,-0.217883425,100,1,0.778169929,NVS_ENZ_hES|NVS_GPCR_gMPeripheral_NonSelective|NVS_GPCR_gOpiateK|NVS_GPCR_hAdra2A|NVS_GPCR_hAdra2C|NVS_GPCR_hDRD1|NVS_GPCR_hM1|NVS_GPCR_hM2|NVS_GPCR_hM3|NVS_GPCR_hM4|NVS_GPCR_hM5|NVS_GPCR_rAdra1A|NVS_GPCR_rAdra1B|NVS_GPCR_rAdra1_NonSelective|NVS_GPCR_rAdra2_NonSelective|NVS_GPCR_rOpiate_NonSelective|NVS_GPCR_rmAdra2B|NVS_IC_rCaBTZCHL|NVS_IC_rNaCh_site2|NVS_TR_gDAT|NVS_TR_hDAT|NVS_TR_hNET|NVS_TR_rNET|NVS_GPCR_h5HT2A|NVS_GPCR_h5HT7|NVS_GPCR_p5HT2C|NVS_GPCR_r5HT_NonSelective|NVS_TR_rSERT|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX,1.156376939,37.55855758,1.514979347,2.359487073,APR_HepG2_CellLoss_72h_dn|TOX21_CAR_Agonist_viabillity|TOX21_PXR_viability,23.67338517,12.72770501
"N,N-Dimethylcysteamine hydrochloride",13242-44-9,141.66,U.S. EPA CompTox Dashboard,1.07E-07,Wambaugh 2014,0.77,OPERA (0.61),12.64,OPERA (0.49),11.03,Sipes 2017,8.28,Sipes 2017,1.06,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.01,ACD/Labs GALAS,0,0,5.00E-09,2.20E-08,1.1906,0.228026498,4.509612282,4.509612282,100,1,5.463854791,Baseline,4.509612282,100,1,5.463854791,Baseline,1,1
